employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
5878,Operations,region_4,Bachelors,m,other,1,40,5,11,1,67,1
77170,Analytics,region_22,Mastersabove,f,other,1,37,3,5,0,84,0
6018,Technology,region_7,Mastersabove,f,other,2,37,4,3,0,83,0
1143,Analytics,region_22,Mastersabove,m,other,1,33,4,6,0,85,0
58888,Operations,region_2,Bachelors,m,other,1,30,4,2,0,62,0
34493,Technology,region_2,Bachelors,f,other,1,30,5,4,0,91,1
23319,Procurement,region_32,Bachelors,m,sourcing,1,27,3,4,0,68,0
49233,Procurement,region_1,Bachelors,f,other,1,27,3,5,0,66,0
8616,Procurement,region_8,Mastersabove,m,sourcing,1,30,,1,0,67,0
71973,SalesMarketing,region_9,,m,other,1,39,3,4,0,52,0
61506,Analytics,region_20,Bachelors,m,sourcing,1,33,4,7,0,85,0
53197,Operations,region_7,Bachelors,f,other,1,28,5,3,0,,0
39180,Technology,region_15,Mastersabove,m,other,3,32,3,2,0,75,0
49443,Operations,region_27,Mastersabove,m,other,1,34,2,7,0,57,0
70205,SalesMarketing,region_4,Mastersabove,f,other,1,38,3,3,0,51,0
33550,Operations,region_7,Bachelors,f,sourcing,1,30,2,5,0,,0
5436,HR,region_26,Bachelors,m,sourcing,1,29,5,4,0,49,0
63696,Operations,region_15,Bachelors,f,other,1,48,5,12,0,,0
16959,Operations,region_4,Mastersabove,f,other,1,38,4,10,0,59,0
37269,Operations,region_26,Mastersabove,f,other,1,45,5,10,0,59,0
47443,SalesMarketing,region_31,,m,sourcing,1,35,4,7,0,50,0
7213,SalesMarketing,region_11,Bachelors,m,sourcing,1,36,4,7,0,52,0
34619,Operations,region_13,Bachelors,m,sourcing,1,28,,1,0,64,0
21133,Procurement,region_13,Mastersabove,m,other,1,36,1,5,0,73,0
59534,Analytics,region_31,Bachelors,m,sourcing,2,31,3,5,0,79,0
51370,R&D,region_22,Mastersabove,m,other,1,32,5,4,0,86,1
42220,SalesMarketing,region_7,Bachelors,m,other,2,32,1,5,0,48,0
13914,Operations,region_27,Mastersabove,m,other,1,35,3,3,0,57,0
66708,Analytics,region_7,Bachelors,m,sourcing,1,37,5,7,0,83,0
72737,Technology,region_7,Bachelors,f,other,1,35,3,2,0,81,0
885,Procurement,region_27,Mastersabove,f,sourcing,1,32,3,7,1,90,1
24966,Technology,region_27,Bachelors,m,sourcing,1,36,3,8,0,80,0
36195,SalesMarketing,region_7,Mastersabove,f,sourcing,3,32,1,4,0,54,0
61893,Operations,region_2,Mastersabove,m,sourcing,1,59,1,7,0,60,0
30266,Procurement,region_10,Bachelors,f,other,1,30,5,5,1,85,1
23004,SalesMarketing,region_11,Bachelors,m,sourcing,1,26,2,4,0,47,0
45658,Operations,region_2,Bachelors,m,other,1,31,3,4,0,56,0
10085,Operations,region_27,Bachelors,m,other,1,27,5,4,0,58,0
7504,Analytics,region_4,Bachelors,f,sourcing,1,29,1,3,0,87,1
43014,SalesMarketing,region_31,Bachelors,m,other,1,31,2,7,0,53,0
58572,Finance,region_26,Bachelors,m,other,1,32,3,6,0,56,0
36568,Procurement,region_11,Bachelors,f,other,1,26,1,2,0,69,0
67084,Operations,region_22,Bachelors,m,referred,1,37,3,4,0,56,0
5653,Operations,region_22,Bachelors,m,other,1,58,3,16,0,57,0
47253,HR,region_7,Bachelors,f,sourcing,1,31,3,5,0,50,0
31650,Operations,region_22,Bachelors,f,sourcing,1,26,5,4,0,,0
24872,Operations,region_23,Mastersabove,f,other,1,35,5,4,0,58,0
34117,Operations,region_30,Below Secondary,m,sourcing,1,23,,1,0,57,0
20717,Procurement,region_14,Mastersabove,m,other,1,33,5,3,0,71,0
46683,HR,region_25,Bachelors,f,other,1,28,1,3,0,51,0
23750,Analytics,region_28,Bachelors,m,sourcing,1,39,5,3,0,81,0
57532,SalesMarketing,region_4,Mastersabove,m,sourcing,1,42,5,14,0,53,0
9487,SalesMarketing,region_2,Bachelors,m,other,1,26,5,4,0,50,0
56399,SalesMarketing,region_11,Bachelors,m,other,1,35,1,4,0,48,0
20506,Operations,region_7,Bachelors,f,sourcing,2,33,4,2,0,,0
65871,SalesMarketing,region_1,,m,other,1,27,3,2,0,50,0
4013,SalesMarketing,region_7,Bachelors,m,other,3,28,2,3,0,47,0
41119,SalesMarketing,region_28,,m,other,1,34,4,7,0,48,0
77559,Technology,region_13,Bachelors,m,sourcing,1,32,3,4,0,84,0
1579,SalesMarketing,region_22,Bachelors,m,other,2,42,1,7,0,43,0
50098,Operations,region_13,Bachelors,m,other,1,28,3,2,0,57,1
32550,Technology,region_26,Mastersabove,m,other,1,32,5,4,0,81,0
51638,Technology,region_4,Bachelors,f,other,1,29,3,2,0,80,0
50488,SalesMarketing,region_2,Bachelors,m,referred,1,34,4,2,0,54,0
65946,Operations,region_22,Bachelors,f,sourcing,1,40,5,7,0,65,1
45067,Operations,region_4,Bachelors,f,other,1,36,5,7,0,57,0
70314,Procurement,region_2,Bachelors,f,other,1,41,3,14,0,72,0
9660,SalesMarketing,region_15,Bachelors,f,sourcing,1,35,3,8,0,46,0
14071,Operations,region_21,Bachelors,m,other,1,36,5,8,0,57,0
5252,Operations,region_2,Mastersabove,f,other,1,46,3,7,0,57,0
5127,Analytics,region_11,Bachelors,m,sourcing,1,26,5,2,0,78,0
41057,Finance,region_2,Bachelors,f,other,3,31,3,5,0,,0
19459,SalesMarketing,region_12,Bachelors,m,other,1,39,2,4,0,49,0
3709,SalesMarketing,region_2,Mastersabove,m,sourcing,2,41,4,3,0,53,0
14752,SalesMarketing,region_28,Mastersabove,f,sourcing,1,33,5,6,0,50,0
24031,HR,region_4,Mastersabove,f,other,1,31,5,3,0,51,0
72093,HR,region_22,Mastersabove,m,other,1,36,1,7,0,50,0
5396,Operations,region_2,Bachelors,f,other,1,43,4,4,0,64,0
71868,Operations,region_4,Mastersabove,m,other,1,44,5,9,0,59,0
19956,SalesMarketing,region_2,Bachelors,m,referred,1,28,5,2,0,52,0
74044,SalesMarketing,region_24,Bachelors,m,other,1,27,1,4,0,52,0
67015,SalesMarketing,region_33,Bachelors,f,other,2,31,3,6,0,53,0
61218,Analytics,region_22,Bachelors,f,sourcing,1,30,4,2,0,86,0
13189,SalesMarketing,region_7,Mastersabove,m,sourcing,2,31,4,4,0,47,0
17957,Procurement,region_15,Mastersabove,f,other,1,32,5,3,0,71,0
10954,Operations,region_2,Bachelors,m,sourcing,1,49,3,6,0,60,0
31999,Finance,region_2,Below Secondary,f,other,1,23,,1,0,60,0
65849,Operations,region_23,Bachelors,f,other,1,38,3,3,1,63,0
64822,Procurement,region_2,Bachelors,m,sourcing,6,38,3,7,0,68,0
53211,Operations,region_2,Bachelors,f,sourcing,1,45,3,11,0,63,0
35164,SalesMarketing,region_24,Bachelors,m,other,1,36,2,3,0,51,0
51870,Technology,region_7,Mastersabove,m,other,1,43,4,7,0,79,0
49335,Operations,region_22,Bachelors,m,sourcing,1,38,3,9,0,57,0
65956,Legal,region_31,Bachelors,m,other,1,30,1,5,0,60,0
45488,R&D,region_15,Bachelors,m,other,2,35,,1,0,87,0
45443,Analytics,region_25,Mastersabove,m,other,2,36,5,7,0,85,0
71092,Analytics,region_22,Bachelors,m,other,1,28,4,4,0,87,0
40509,SalesMarketing,region_2,Bachelors,f,other,1,25,5,2,0,48,0
806,Analytics,region_22,Bachelors,m,other,1,28,1,6,0,81,0
68031,Legal,region_22,Bachelors,m,sourcing,1,37,4,6,0,55,0
31701,SalesMarketing,region_25,Bachelors,m,sourcing,1,29,5,7,0,49,0
66762,Operations,region_15,Bachelors,m,sourcing,1,39,5,4,0,59,0
50394,Technology,region_22,Bachelors,m,sourcing,1,29,4,2,0,91,1
29650,Finance,region_26,Bachelors,m,sourcing,1,33,4,3,0,59,0
4456,Analytics,region_26,Bachelors,m,other,1,27,,1,1,86,0
10525,Procurement,region_5,Bachelors,f,other,1,28,5,5,0,68,0
16644,SalesMarketing,region_13,,m,other,1,30,5,5,0,49,0
76805,Technology,region_7,Below Secondary,m,sourcing,1,25,,1,0,79,0
480,Legal,region_7,Bachelors,m,other,1,35,3,5,0,,0
39457,Technology,region_23,Mastersabove,f,other,1,40,4,9,0,75,0
52651,Technology,region_7,Mastersabove,m,other,1,35,4,6,0,79,0
36216,Analytics,region_22,Bachelors,m,other,2,28,,1,0,85,0
10364,Operations,region_4,Bachelors,f,other,1,37,2,9,0,59,1
77569,SalesMarketing,region_7,Bachelors,m,sourcing,2,25,,1,0,51,0
61741,Operations,region_23,Mastersabove,f,other,1,33,3,3,0,58,0
41840,SalesMarketing,region_15,,m,sourcing,1,30,1,7,0,51,0
43842,Technology,region_2,Mastersabove,f,other,1,55,3,16,0,81,0
39170,Technology,region_13,Bachelors,f,sourcing,1,27,1,3,0,82,0
62617,Analytics,region_2,Bachelors,m,sourcing,1,50,3,6,0,82,0
53888,Finance,region_32,Bachelors,m,other,1,37,3,8,0,59,0
77246,Technology,region_26,Bachelors,m,other,1,41,1,5,0,75,0
38994,SalesMarketing,region_30,Bachelors,m,other,1,43,5,3,0,52,0
72045,Operations,region_4,Bachelors,f,sourcing,1,31,3,7,0,57,0
3677,Analytics,region_7,Mastersabove,m,other,1,42,3,14,0,86,0
65163,Procurement,region_4,Bachelors,f,other,1,29,3,3,0,70,0
42302,Procurement,region_2,Bachelors,f,referred,1,32,3,3,0,83,1
76248,Legal,region_2,Bachelors,m,other,1,37,1,2,0,59,0
12257,Technology,region_23,Bachelors,m,other,1,32,4,4,0,80,0
33990,Operations,region_15,Bachelors,m,other,1,35,5,6,0,58,0
19980,Procurement,region_2,Mastersabove,f,other,1,32,3,6,0,84,1
37447,SalesMarketing,region_23,Bachelors,f,other,1,31,4,4,0,50,0
51442,Procurement,region_22,Bachelors,m,sourcing,2,27,,1,0,70,0
38125,SalesMarketing,region_11,Bachelors,m,sourcing,1,26,,1,0,49,0
3686,Analytics,region_22,Bachelors,m,sourcing,1,29,5,6,0,90,0
74671,Operations,region_2,Mastersabove,f,sourcing,1,39,1,7,0,63,0
37363,Procurement,region_15,Bachelors,m,sourcing,2,34,3,7,0,69,0
456,Operations,region_2,Bachelors,f,sourcing,1,49,5,9,0,60,0
4381,Legal,region_13,Bachelors,m,other,1,31,3,3,0,57,0
3375,Operations,region_31,Bachelors,m,sourcing,1,30,5,4,0,,0
17729,Finance,region_27,Bachelors,m,sourcing,2,36,4,2,0,58,0
52589,SalesMarketing,region_22,Bachelors,f,sourcing,1,35,5,5,0,50,0
60205,Operations,region_27,Mastersabove,f,other,1,46,5,6,0,62,0
2585,Operations,region_15,Mastersabove,m,sourcing,1,50,5,6,0,54,0
64328,Operations,region_19,Bachelors,f,sourcing,1,37,4,3,0,64,0
11304,Procurement,region_13,Bachelors,m,other,1,50,3,21,0,71,0
18987,SalesMarketing,region_2,Bachelors,m,other,1,53,5,3,0,50,0
58952,SalesMarketing,region_22,Mastersabove,f,other,1,33,3,3,0,48,0
20891,Operations,region_22,Bachelors,m,referred,1,45,5,18,0,59,0
64277,SalesMarketing,region_27,Bachelors,m,other,1,33,2,9,0,43,0
76444,Operations,region_28,Mastersabove,m,sourcing,1,32,4,6,0,,0
16147,SalesMarketing,region_22,Bachelors,m,other,1,29,4,2,0,49,0
71463,Analytics,region_2,Mastersabove,m,other,1,45,3,6,0,84,0
65002,Technology,region_2,,m,sourcing,1,52,1,6,0,78,0
23099,Operations,region_10,Mastersabove,f,sourcing,2,32,3,4,0,55,0
61031,SalesMarketing,region_22,Bachelors,m,other,1,26,5,3,0,47,0
34909,Procurement,region_2,Bachelors,f,other,1,34,4,9,0,71,0
41992,SalesMarketing,region_22,Bachelors,f,sourcing,2,28,5,5,0,91,1
60513,Procurement,region_22,Bachelors,m,sourcing,2,35,3,9,0,71,0
30250,Procurement,region_2,Below Secondary,m,other,1,25,5,2,0,69,0
40468,Procurement,region_28,Bachelors,f,other,1,29,3,2,0,68,0
2270,Technology,region_2,Bachelors,m,sourcing,1,35,3,3,0,80,0
37937,Technology,region_7,Below Secondary,m,sourcing,1,24,4,2,0,85,0
46067,Operations,region_2,Bachelors,f,other,1,48,5,20,0,58,0
50325,Analytics,region_2,Bachelors,m,sourcing,1,37,1,10,0,79,0
65962,HR,region_2,Mastersabove,f,other,1,43,3,14,0,51,0
68682,SalesMarketing,region_23,Bachelors,m,sourcing,1,25,5,2,0,51,0
30879,Technology,region_2,Mastersabove,f,other,2,49,3,18,0,77,0
71928,SalesMarketing,region_16,Bachelors,m,other,1,39,4,10,0,48,0
58648,Analytics,region_27,Bachelors,m,other,3,38,3,3,0,84,1
7763,SalesMarketing,region_23,Bachelors,m,other,1,35,3,2,0,,0
55480,Technology,region_2,Bachelors,f,sourcing,3,30,5,2,0,85,0
36270,Operations,region_30,Bachelors,m,sourcing,1,30,4,3,0,,0
33512,SalesMarketing,region_2,Bachelors,m,sourcing,2,43,5,14,0,47,0
42836,Technology,region_2,Mastersabove,m,referred,2,34,5,3,0,79,0
9982,SalesMarketing,region_2,,m,other,2,43,3,7,0,44,0
43617,Operations,region_17,Bachelors,f,sourcing,1,34,4,2,0,70,1
37631,SalesMarketing,region_22,Bachelors,m,sourcing,1,30,1,6,0,52,0
20687,Operations,region_22,,m,other,1,24,4,2,0,62,0
64529,SalesMarketing,region_22,Mastersabove,f,other,1,36,4,8,0,55,0
8409,Operations,region_2,Bachelors,m,other,1,52,4,7,0,,0
51789,Operations,region_13,Bachelors,m,sourcing,1,40,5,3,0,55,0
2355,SalesMarketing,region_22,Bachelors,m,sourcing,1,29,5,6,0,50,0
11312,Procurement,region_22,Bachelors,f,other,2,35,3,4,0,67,0
24834,Technology,region_2,Mastersabove,f,other,1,40,1,11,0,82,0
27983,Technology,region_14,Bachelors,f,other,1,35,3,10,0,86,0
63103,SalesMarketing,region_11,Bachelors,m,sourcing,1,36,4,8,0,52,0
1788,Technology,region_13,Bachelors,f,sourcing,1,31,4,5,0,81,0
66147,Procurement,region_2,Mastersabove,m,sourcing,1,56,3,2,0,67,0
10534,SalesMarketing,region_9,Bachelors,m,other,3,30,3,5,0,50,0
74308,SalesMarketing,region_22,Mastersabove,m,other,1,58,1,15,0,48,0
45994,Technology,region_17,Bachelors,m,other,1,30,,1,0,80,0
2863,Finance,region_22,Bachelors,m,other,1,27,3,5,0,60,0
77352,SalesMarketing,region_2,Bachelors,f,other,2,31,2,2,0,54,0
8571,Technology,region_34,Bachelors,m,sourcing,1,27,5,3,0,78,0
64788,SalesMarketing,region_2,Bachelors,f,sourcing,2,48,1,7,0,52,0
44606,Operations,region_2,,f,sourcing,1,34,3,4,0,55,0
68821,Procurement,region_30,Bachelors,f,other,2,36,3,7,0,74,0
31611,Procurement,region_22,Mastersabove,m,sourcing,1,31,4,6,0,72,0
33569,Analytics,region_9,Bachelors,m,other,1,27,3,1,0,87,0
54940,Procurement,region_33,Bachelors,m,other,2,26,3,2,0,65,0
22634,Operations,region_2,Bachelors,f,sourcing,1,57,4,14,0,59,0
69409,Operations,region_14,Bachelors,m,sourcing,1,35,3,3,0,55,0
63376,SalesMarketing,region_7,Bachelors,f,sourcing,1,29,3,7,0,48,0
27536,Technology,region_2,Bachelors,m,referred,1,38,5,8,0,77,0
57368,HR,region_16,Bachelors,m,other,2,29,,1,0,47,0
39705,SalesMarketing,region_31,Bachelors,m,sourcing,1,34,3,4,0,48,0
60215,Analytics,region_13,Bachelors,m,other,2,29,4,3,0,84,0
2263,Technology,region_2,Bachelors,m,referred,1,39,3,6,0,78,0
55116,R&D,region_25,Mastersabove,m,other,2,30,5,5,0,84,0
52947,Finance,region_2,Mastersabove,f,other,1,51,5,15,0,78,1
71685,SalesMarketing,region_4,Bachelors,m,sourcing,1,37,3,9,0,50,0
13784,SalesMarketing,region_31,Bachelors,m,sourcing,1,38,4,3,0,53,0
45607,SalesMarketing,region_25,Bachelors,m,other,1,28,2,4,0,50,0
20923,Procurement,region_2,Mastersabove,f,sourcing,1,41,1,7,0,70,0
71876,Operations,region_14,Mastersabove,m,other,1,44,4,7,0,63,0
43258,SalesMarketing,region_21,Bachelors,f,other,1,30,1,6,0,48,0
48552,Operations,region_11,Bachelors,m,other,1,27,,1,0,59,1
43093,SalesMarketing,region_17,Bachelors,m,sourcing,1,30,4,2,0,48,0
41677,Operations,region_13,Mastersabove,m,other,1,33,4,4,0,58,0
60488,Analytics,region_11,Bachelors,m,other,1,29,4,2,0,81,0
65481,Technology,region_31,Mastersabove,m,other,1,41,3,5,0,79,0
63686,SalesMarketing,region_2,Bachelors,m,sourcing,1,56,1,21,0,47,0
52882,Operations,region_2,Bachelors,m,sourcing,1,55,3,17,0,59,0
3447,Finance,region_28,Mastersabove,m,sourcing,2,31,5,4,0,60,0
61415,Procurement,region_15,Bachelors,m,other,1,30,,1,0,74,0
25360,Operations,region_2,,f,sourcing,1,54,3,6,0,62,0
57755,SalesMarketing,region_2,Mastersabove,m,sourcing,2,36,3,4,0,48,0
31922,Finance,region_26,Bachelors,m,other,1,33,3,2,0,,0
52306,Technology,region_2,Bachelors,f,other,2,32,2,5,0,82,0
48667,Technology,region_2,Bachelors,m,other,1,32,3,9,0,88,1
78166,SalesMarketing,region_29,Bachelors,m,sourcing,1,29,1,5,0,51,0
47831,SalesMarketing,region_14,Bachelors,m,other,2,37,3,10,0,48,0
19639,Procurement,region_31,Bachelors,m,other,1,40,5,9,0,69,0
62459,SalesMarketing,region_4,Bachelors,m,sourcing,1,30,1,4,0,52,0
75409,Technology,region_8,Mastersabove,m,sourcing,1,36,4,6,0,76,0
19242,SalesMarketing,region_2,Bachelors,m,sourcing,1,29,2,5,0,47,0
17627,SalesMarketing,region_5,Mastersabove,m,other,1,30,5,9,0,48,0
58699,Operations,region_22,Bachelors,m,sourcing,1,31,4,4,0,56,0
73261,Procurement,region_16,Mastersabove,f,other,1,34,3,4,0,67,0
44086,HR,region_2,Bachelors,f,other,1,34,3,7,0,50,0
23414,Operations,region_14,Mastersabove,m,sourcing,1,39,5,5,0,62,0
61879,SalesMarketing,region_13,Bachelors,m,other,2,28,1,5,0,50,0
76718,Technology,region_9,Bachelors,m,sourcing,1,29,3,3,0,80,0
15522,Analytics,region_2,Bachelors,f,other,1,28,3,1,0,84,0
52810,Procurement,region_5,Bachelors,f,sourcing,1,29,,1,0,74,0
26302,R&D,region_22,Bachelors,m,sourcing,1,29,1,2,0,86,0
77222,Operations,region_19,Bachelors,m,other,2,33,5,6,0,60,0
9691,Operations,region_34,Bachelors,f,other,1,28,5,5,0,57,1
70037,SalesMarketing,region_2,Bachelors,m,other,3,27,1,4,0,53,0
61878,Procurement,region_22,Bachelors,f,other,1,31,1,6,0,72,0
42163,SalesMarketing,region_26,Bachelors,m,other,1,51,5,10,0,53,0
41125,SalesMarketing,region_29,Mastersabove,m,sourcing,3,36,2,8,0,52,0
38354,Operations,region_22,Bachelors,m,other,2,37,5,10,0,64,0
58518,SalesMarketing,region_15,Bachelors,m,referred,1,32,4,6,0,46,0
61748,Technology,region_2,Bachelors,m,sourcing,1,37,3,10,0,81,0
40818,Procurement,region_10,Bachelors,f,other,1,31,3,5,0,69,0
62765,Technology,region_7,Below Secondary,m,sourcing,2,26,4,2,0,82,0
60568,Finance,region_22,Bachelors,f,other,1,28,2,3,1,,1
77340,Operations,region_13,Bachelors,f,other,1,34,3,3,0,62,0
27685,Finance,region_2,Bachelors,m,other,2,29,2,5,0,57,0
76557,SalesMarketing,region_23,Bachelors,m,other,1,35,4,2,0,,0
45406,Procurement,region_11,Bachelors,f,sourcing,1,32,5,9,0,72,0
43736,SalesMarketing,region_2,,m,sourcing,1,40,4,15,0,46,0
76609,Procurement,region_22,Bachelors,f,other,2,27,2,2,0,72,0
35847,Operations,region_22,Bachelors,f,other,1,46,3,8,0,58,0
31074,Procurement,region_7,Mastersabove,f,other,2,35,3,3,0,73,0
65039,SalesMarketing,region_27,Bachelors,m,sourcing,1,28,3,4,0,50,0
8302,Analytics,region_22,Bachelors,m,sourcing,1,26,3,6,0,81,1
9246,Technology,region_31,Bachelors,m,other,1,28,3,3,0,79,0
24166,Procurement,region_31,Mastersabove,f,other,1,36,1,10,0,71,0
7602,Analytics,region_31,Bachelors,m,other,1,31,4,5,0,85,0
51352,Analytics,region_28,Bachelors,m,sourcing,1,35,4,7,0,84,0
68389,Procurement,region_22,Bachelors,m,sourcing,2,46,4,2,0,66,0
12397,SalesMarketing,region_26,Bachelors,m,sourcing,1,44,3,13,0,49,0
63575,Analytics,region_29,Bachelors,m,sourcing,2,31,3,6,0,83,0
59876,Procurement,region_33,Bachelors,m,sourcing,1,38,4,12,0,70,0
47901,Operations,region_13,Mastersabove,m,other,1,45,5,7,0,55,0
59760,SalesMarketing,region_2,Bachelors,m,other,1,30,5,4,0,48,0
17878,Procurement,region_26,Bachelors,m,sourcing,1,33,5,6,0,82,1
39565,SalesMarketing,region_22,Bachelors,m,other,1,37,5,4,0,,1
22910,Legal,region_11,Bachelors,m,other,1,30,3,3,0,62,0
33190,Procurement,region_7,Mastersabove,m,other,1,35,2,9,0,66,0
1619,Technology,region_7,Bachelors,f,sourcing,1,31,3,4,0,76,0
9578,Technology,region_7,Bachelors,f,other,1,31,3,3,0,82,0
48422,SalesMarketing,region_2,Mastersabove,f,sourcing,1,57,4,3,0,46,0
17910,Analytics,region_7,Bachelors,m,sourcing,1,36,3,5,0,85,0
41035,SalesMarketing,region_7,Bachelors,m,other,1,35,5,10,0,46,0
779,SalesMarketing,region_10,Mastersabove,m,other,1,40,1,11,0,50,0
42674,HR,region_2,Bachelors,f,other,1,45,4,4,0,49,0
1737,Finance,region_10,Bachelors,m,other,2,30,3,3,0,,0
27797,Procurement,region_5,Bachelors,f,other,1,29,3,6,0,74,0
33219,Operations,region_2,,f,sourcing,1,32,5,5,0,58,0
47424,Technology,region_2,Bachelors,f,sourcing,2,27,3,2,0,79,0
50628,Technology,region_2,,f,sourcing,1,29,,1,0,83,0
21227,Technology,region_27,Bachelors,m,other,1,30,1,8,0,81,0
5840,SalesMarketing,region_31,Mastersabove,f,sourcing,1,33,4,7,0,51,0
23261,SalesMarketing,region_28,Mastersabove,m,other,2,35,3,5,0,51,0
67204,SalesMarketing,region_28,Bachelors,m,sourcing,1,41,4,4,0,56,0
31273,R&D,region_22,Bachelors,m,other,1,27,5,3,0,84,0
32822,Operations,region_27,Bachelors,f,other,1,33,5,5,0,62,0
16828,Analytics,region_15,Bachelors,m,other,1,38,3,14,0,91,0
37551,SalesMarketing,region_13,Bachelors,f,sourcing,1,37,3,3,0,47,0
76133,Operations,region_31,Mastersabove,m,sourcing,1,47,5,5,0,,0
63467,Operations,region_15,Mastersabove,m,other,1,43,3,5,0,64,0
45871,Operations,region_2,Bachelors,f,other,1,34,3,3,0,62,0
46598,SalesMarketing,region_2,Bachelors,m,referred,2,36,4,7,0,54,0
3404,SalesMarketing,region_22,Bachelors,m,other,4,29,,1,0,49,0
58551,Technology,region_11,Bachelors,m,other,1,26,1,3,0,78,0
44761,Finance,region_34,Bachelors,m,other,1,28,,1,0,60,0
28519,Operations,region_27,Mastersabove,m,other,1,45,5,12,0,56,0
61509,SalesMarketing,region_18,Bachelors,f,other,1,38,1,9,0,53,0
41702,SalesMarketing,region_15,,m,other,1,29,1,3,0,52,0
2495,Operations,region_3,Bachelors,m,other,1,30,1,2,0,58,0
6363,SalesMarketing,region_2,,m,sourcing,1,24,5,3,0,48,0
50737,Technology,region_2,Mastersabove,f,other,2,44,3,13,0,80,0
11550,SalesMarketing,region_2,Mastersabove,m,other,5,34,3,6,0,51,0
61170,Operations,region_15,Bachelors,m,other,1,33,2,9,0,57,0
4860,Operations,region_22,Bachelors,f,other,1,57,5,25,0,62,0
38663,Procurement,region_7,Mastersabove,f,sourcing,1,35,1,5,0,70,0
19227,Procurement,region_2,Mastersabove,f,sourcing,2,59,3,16,0,69,0
71680,SalesMarketing,region_25,Bachelors,m,sourcing,1,30,4,2,0,49,0
11272,Procurement,region_20,Bachelors,m,other,1,40,4,6,0,69,0
60224,SalesMarketing,region_10,Mastersabove,m,other,1,31,2,5,0,51,0
44781,SalesMarketing,region_4,Bachelors,m,other,1,27,,1,0,47,1
43892,Analytics,region_31,Bachelors,m,sourcing,2,34,5,9,0,83,0
51478,Operations,region_6,Bachelors,f,sourcing,1,27,3,4,0,59,0
43392,HR,region_22,Bachelors,m,referred,1,29,5,2,0,46,0
45795,Procurement,region_7,Bachelors,f,sourcing,2,29,,1,0,67,0
71859,Operations,region_2,Bachelors,f,sourcing,1,39,3,10,0,67,1
61326,Operations,region_28,Mastersabove,m,sourcing,2,30,5,3,0,62,0
36780,Operations,region_2,Bachelors,f,sourcing,1,29,3,3,0,,0
28332,SalesMarketing,region_13,Bachelors,m,other,1,45,1,16,0,46,0
62536,Technology,region_3,Bachelors,m,other,4,27,,1,0,76,0
8017,SalesMarketing,region_2,Bachelors,m,sourcing,1,36,2,7,0,49,0
66269,SalesMarketing,region_16,Bachelors,m,sourcing,2,25,,1,0,51,0
75271,Operations,region_15,Bachelors,f,sourcing,1,35,3,10,0,57,0
46072,SalesMarketing,region_22,Bachelors,f,other,2,28,5,2,0,51,0
64595,HR,region_22,Bachelors,f,other,1,25,3,3,0,46,0
77830,Finance,region_7,Bachelors,f,other,1,30,3,5,0,63,1
46181,SalesMarketing,region_7,,m,sourcing,1,23,5,2,0,50,0
36944,HR,region_31,Bachelors,f,sourcing,1,26,5,2,0,,0
51626,SalesMarketing,region_16,,m,other,1,25,2,3,0,52,0
76874,Technology,region_7,Mastersabove,f,other,1,35,5,4,0,83,1
40971,SalesMarketing,region_26,Bachelors,m,sourcing,1,32,4,7,0,46,0
14024,SalesMarketing,region_7,Mastersabove,m,other,1,36,4,9,0,54,0
1133,Procurement,region_22,Mastersabove,m,sourcing,1,32,5,3,0,65,0
13032,Procurement,region_2,Bachelors,f,other,1,32,5,7,0,70,0
21033,Procurement,region_24,Mastersabove,f,other,1,31,2,6,0,72,0
53027,Technology,region_6,Bachelors,m,other,1,34,3,5,0,91,1
21722,SalesMarketing,region_11,Bachelors,m,other,2,37,2,2,0,51,0
58267,Operations,region_7,Bachelors,m,sourcing,1,40,5,10,0,60,0
72522,Procurement,region_31,Bachelors,f,other,1,35,3,10,0,69,0
14962,Procurement,region_4,Mastersabove,f,other,1,36,1,8,0,70,0
52730,SalesMarketing,region_27,Bachelors,m,other,1,32,,1,0,,0
12941,Procurement,region_22,Bachelors,m,sourcing,1,33,3,2,0,70,0
15921,Operations,region_22,Bachelors,f,other,1,24,,1,0,59,0
61495,Operations,region_4,Mastersabove,f,sourcing,1,46,5,4,0,60,0
45091,Procurement,region_10,Mastersabove,f,sourcing,1,37,4,7,0,70,0
35976,Technology,region_26,Bachelors,m,other,1,39,5,9,0,83,0
62931,HR,region_27,Bachelors,m,other,1,25,5,2,0,50,0
61675,Technology,region_28,Bachelors,m,sourcing,1,30,,1,1,76,0
51825,Technology,region_14,Mastersabove,f,sourcing,1,34,5,7,0,81,0
53163,Technology,region_14,Bachelors,m,other,1,24,3,2,0,80,0
29361,SalesMarketing,region_11,Bachelors,m,other,1,36,5,7,0,47,0
26095,Analytics,region_31,Bachelors,m,sourcing,1,37,3,10,0,87,0
14200,SalesMarketing,region_22,Bachelors,f,sourcing,1,34,5,9,0,51,0
54205,SalesMarketing,region_2,Bachelors,m,other,1,52,5,7,0,49,0
5018,SalesMarketing,region_2,,m,other,1,35,2,3,0,47,0
8161,Procurement,region_11,Bachelors,m,other,1,28,2,6,0,72,0
45223,SalesMarketing,region_2,,m,sourcing,1,27,5,4,0,50,0
70432,SalesMarketing,region_28,Mastersabove,m,sourcing,1,29,3,5,0,51,0
